Sentences,Date
BUT THE EXACT LOCATION THIS TIME.,3/3/1995
"A: I WAS RIGHT HERE, SEE?",3/3/1995
THIS IS THE STREET AND THIS IS THE BUSH ON THE STREET (INDICATING).,3/3/1995
MR. DARDEN: OKAY.,3/3/1995
"SHE HAS MADE A RED MARK ON THE DIAGRAM, YOUR HONOR.",3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
THE WITNESS: I WILL GIVE IT TO YOUR HONOR.,3/3/1995
THE COURT: THANK YOU VERY MUCH.,3/3/1995
THE WITNESS: UP TO MY HONOR.,3/3/1995
Q: BY MR. DARDEN: YOU TOLD US THAT YOU SPOKE TO A DETECTIVE ON THE MORNING OF JUNE 13?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND YOU WERE BEHIND THE SECURITY DOOR WHEN THAT DETECTIVE CAME TO THE DOOR, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: HAD YOU EVER SEEN THAT DETECTIVE BEFORE?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
DID THAT DETECTIVE TELL YOU HIS NAME?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND YOU REMEMBERED THAT NAME, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
DID YOU KNOW THE DETECTIVE'S NAME WHEN YOU SPOKE TO MR. PAVELIC THE FIRST TIME?,3/3/1995
A: I TOLD HIM THAT I COULDN'T PRONOUNCE IT FOR HIM.,3/3/1995
"Q: WHEN YOU SPOKE TO MR. PAVELIC, DID YOU DESCRIBE THE DETECTIVE?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: YOU TOLD MR. PAVELIC HOW TALL THE DETECTIVE WAS?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: DID YOU TELL MR. PAVELIC HOW MUCH THE DETECTIVE WEIGHED?,3/3/1995
"A: HE DIDN'T ASK ME, SIR.",3/3/1995
Q: DID YOU TELL THE DETECTIVE WHETHER OR -- STRIKE THAT.,3/3/1995
DID YOU TELL MR. PAVELIC WHETHER OR NOT THE DETECTIVE HAD A MUSTACHE?,3/3/1995
"A: THEY DIDN'T ASK ME, SIR.",3/3/1995
"Q: YOU WATCHED THE PRELIMINARY HEARING ON TELEVISION, CORRECT?",3/3/1995
"A: I THINK THE WHOLE WORLD HAS SEEN IT, SIR.",3/3/1995
Q: OKAY.,3/3/1995
YOU WATCHED IT -- STRIKE THAT.,3/3/1995
DID YOU WATCH IT ON THE TELEVISION LOCATED IN YOUR BEDROOM?,3/3/1995
"A: YES, SIR.",3/3/1995
"Q: AND YOU SAW DETECTIVE MARK FUHRMAN TESTIFY, CORRECT?",3/3/1995
"A: I DIDN'T SEE ALL OF IT, SIR.",3/3/1995
"JUST PART, JUST A PART OF IT.",3/3/1995
Q: OKAY.,3/3/1995
"BUT YOU SAW DETECTIVE FUHRMAN ON TELEVISION, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
AND YOU SAW KATO KAELIN ON TELEVISION?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: AND YOU SAW THE LIMOUSINE DRIVER ALLAN PARK ON TELEVISION?,3/3/1995
THE INTERPRETER: LIMOUSINE WHAT?,3/3/1995
I AM SORRY.,3/3/1995
"Q: BY MR. DARDEN: AND YOU SAW THE LIMOUSINE DRIVER, MR. PARK, ON TELEVISION?",3/3/1995
"A: I HAVEN'T SEEN MANY PARTS OF IT, SIR, BECAUSE I CAN'T JUST BE WATCHING TELEVISION.",3/3/1995
I HAVE TO WORK.,3/3/1995
"Q: BUT YOU SAW THE LIMOUSINE DRIVER ON TELEVISION, RIGHT?",3/3/1995
"A: I'VE ALREADY TOLD YOU, SIR, THAT I CAN'T TELL YOU EVERYTHING THAT I'VE SEEN BECAUSE I DON'T REMEMBER.",3/3/1995
Q: OKAY.,3/3/1995
"SO YOU MAY HAVE SEEN THE LIMOUSINE DRIVER TESTIFY, CORRECT?",3/3/1995
"MR. COCHRAN: ASKED AND ANSWERED, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
THE INTERPRETER: CAN I PLEASE HAVE THE QUESTION READ BACK?,3/3/1995
Q: BY MR. DARDEN: SO YOU MAY HAVE SEEN THE LIMOUSINE DRIVER TESTIFY AT THE PRELIMINARY HEARING?,3/3/1995
"A: TELL HIM THAT I DON'T JUST WATCH T.V., THAT I HAVE TO WORK.",3/3/1995
Q: SO YOU MAY HAVE SEEN THE LIMOUSINE DRIVER TESTIFY AT THE PRELIMINARY HEARING?,3/3/1995
MR. COCHRAN: ASKED AND ANSWERED.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
THE ANSWER HAS BEEN NONRESPONSIVE.,3/3/1995
"THE WITNESS: SIR, I CAN NOT JUST SIT AROUND WATCHING TELEVISION, SIR.",3/3/1995
"Q: BY MR. DARDEN: SO YOU MAY HAVE SEEN THE LIMOUSINE DRIVER TESTIFY AT THE PRELIMINARY HEARING, CORRECT?",3/3/1995
"A: SIR, I HAVE TO CLEAN THE HOUSE BECAUSE THE LADY WANTS HER HOUSE CLEANED AND I HAVE TO WORK, SIR.",3/3/1995
"MR. DARDEN: MOTION TO STRIKE, YOUR HONOR.",3/3/1995
THE COURT: NO.,3/3/1995
"MISS LOPEZ, WHEN YOU WERE WATCHING THE PRELIMINARY HEARING, DO YOU RECALL SOMEBODY TESTIFYING WHO WAS IDENTIFIED AS THE DRIVER OF THE LIMOUSINE?",3/3/1995
"THE WITNESS: YOUR HONOR, I CAN NOT SEE THE ENTIRE PRELIMINARY HERE BECAUSE I HAVE TO WORK, SIR.",3/3/1995
"THE COURT: AT THIS TIME, DO YOU RECALL SEEING THE LIMOUSINE DRIVER TESTIFY?",3/3/1995
"THE WITNESS: I DON'T REMEMBER, SIR.",3/3/1995
THE COURT: NEXT QUESTION.,3/3/1995
Q: BY MR. DARDEN: DID YOU SEE THE PEOPLE THAT FOUND THE DOG THAT NIGHT TESTIFY?,3/3/1995
"MR. COCHRAN: IT'S VAGUE, YOUR HONOR.",3/3/1995
IT'S VAGUE.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: NOT ALL OF IT, SIR, BECAUSE AS I'VE TOLD YOU, I CAN'T WATCH T.V.",3/3/1995
"ALL DAY LONG, SIR.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"BUT YOU HEARD PEOPLE TESTIFY THAT THEY HEARD A DOG BEGIN BARKING AT APPROXIMATELY 10:15 P.M., CORRECT?",3/3/1995
"MR. COCHRAN: MISSTATES THE EVIDENCE, YOUR HONOR.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: IT SEEMS, YES, SIR.",3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: AND THE STATEMENT YOU GAVE MR. BILL WAS GIVEN AFTER THE PRELIMINARY HEARING, CORRECT?",3/3/1995
"A: I DON'T REMEMBER, SIR.",3/3/1995
"Q: WELL, DO YOU RECALL WATCHING THE PRELIMINARY HEARING SOMETIME AROUND JULY 4?",3/3/1995
"A: I DON'T REMEMBER THE DATE, SIR, BECAUSE I WASN'T -- I WASN'T KEEPING UP.",3/3/1995
Q: OKAY.,3/3/1995
BUT YOU DID SPEAK TO MR. BILL SOMETIME AFTER THE PRELIMINARY HEARING CONCLUDED?,3/3/1995
"A: I DON'T REMEMBER, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"WELL, WHEN YOU SPOKE TO MR. BILL, YOU KNEW WHICH TIMES WERE CRITICAL.",3/3/1995
"MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION, YOUR HONOR.",3/3/1995
THE COURT: SUSTAINED.,3/3/1995
"Q: BY MR. DARDEN: WELL, WHEN YOU SPOKE TO MR. BILL, YOU KNEW HOW IMPORTANT IT WAS TO SHOW THAT THE BRONCO WAS AT MR. SIMPSON'S HOUSE AT 10:15?",3/3/1995
"A: NO, SIR.",3/3/1995
"Q: IF YOU DIDN'T KNOW THAT WAS IMPORTANT, WHY DID YOU TALK TO MR. BILL IN THE FIRST PLACE?",3/3/1995
MR. COCHRAN: OBJECTION.,3/3/1995
THAT'S ARGUMENTATIVE.,3/3/1995
OBJECT TO THE FORM OF THE QUESTION; ARGUMENTATIVE.,3/3/1995
THE COURT: REPHRASE THE QUESTION.,3/3/1995
"Q: BY MR. DARDEN: IF YOU DID NOT KNOW THAT 10:15 WAS AN IMPORTANT TIME, WHY THEN DID YOU FEEL IT WAS IMPORTANT THAT YOU SPEAK TO MR. BILL?",3/3/1995
"MR. COCHRAN: SAME OBJECTION, YOUR HONOR.",3/3/1995
ARGUMENTATIVE.,3/3/1995
THE COURT: SUSTAINED.,3/3/1995
ASSUMING FACTS THAT ARE NOT IN EVIDENCE.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
THE INFORMATION THAT YOU HAD -- STRIKE THAT.,3/3/1995
"MR. DARDEN: YOUR HONOR, SHE TESTIFIED YESTERDAY THAT IT WAS IMPORTANT, THAT THE INFORMATION WAS IMPORTANT.",3/3/1995
"MS. CLARK: YES, SHE DID.",3/3/1995
MR. COCHRAN: IT'S ARGUMENTATIVE.,3/3/1995
THE COURT: THE COURT STANDS CORRECTED.,3/3/1995
OVERRULED.,3/3/1995
EXCUSE ME.,3/3/1995
ASK THE QUESTION AGAIN.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"IF YOU DIDN'T THINK THE INFORMATION YOU HAD WAS IMPORTANT, WHY THEN DID YOU AGREE TO SPEAK TO MR. BILL?",3/3/1995
A: BECAUSE I TOLD MICHELLE AND MICHELLE TOLD ME TO TALK TO -- WITH KATHY.,3/3/1995
Q: SO YOU SPOKE TO -- A: I DIDN'T KNOW HOW IMPORTANT THIS WAS.,3/3/1995
"Q: WELL, YOU TOLD US A MOMENT AGO THAT YOU NEVER TOLD MR. BILL THAT YOU SAW THE BRONCO AT 10:15.",3/3/1995
A: I DID GIVE HIM A SPECIFIC TIME.,3/3/1995
Q: OKAY.,3/3/1995
WHAT SPECIFIC TIME DID YOU GIVE HIM?,3/3/1995
"A: I SAID AFTER 10:00, SIR.",3/3/1995
Q: OKAY.,3/3/1995
(BRIEF PAUSE.),3/3/1995
THE INTERPRETER: ONE MOMENT.,3/3/1995
(CONFERENCE BETWEEN INTERPRETERS.),3/3/1995
THE INTERPRETER: CORRECTION.,3/3/1995
"THE ANSWER WAS, ""I DID NOT GIVE HIM A SPECIFIC TIME.""",3/3/1995
MR. DARDEN: IS THE INTERPRETER CORRECTING THE PREVIOUS ANSWER?,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
WHY DON'T YOU ASK THE QUESTION AND ANSWER AGAIN.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
WHAT SPECIFIC TIME DID YOU GIVE MR. BILL?,3/3/1995
"A: I TOLD HIM AFTER 10:00, SIR.",3/3/1995
MR. DARDEN: OKAY.,3/3/1995
"I WOULD LIKE TO PLAY A PORTION OF A TAPE, OKAY?",3/3/1995
I WOULD LIKE TO MARK THE TAPE PEOPLE'S 94.,3/3/1995
"THE COURT: PEOPLE'S 94, CASSETTE TAPE.",3/3/1995
(PEO'S 94 FOR ID = CASSETTE TAPE) MR. DARDEN: AND THIS IS A PORTION OF THE TAPED INTERVIEW THAT THE WITNESS HAD WITH MR. BILL PAVELIC.,3/3/1995
I WOULD LIKE TO PLAY A PORTION OF IT INITIALLY AND THEN I WOULD LIKE TO PLAY THE ENTIRE TAPE UNLESS THERE'S AN OBJECTION FROM MR. COCHRAN.,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
LET'S HEAR THE -- AND THE COURT STAFF PREPARED A TRANSCRIPT OF THAT.,3/3/1995
CAN YOU TELL ME WHAT -- NO.,3/3/1995
I'VE GOT MINE UP HERE.,3/3/1995
"MR. DARDEN: INITIALLY, I'M GOING TO PAY -- PLAY RATHER PAGE 7, LINES -- THE COURT: JUST SO COUNSEL CAN FOLLOW ALONG.",3/3/1995
MR. DARDEN: -- LINES 7 THROUGH -- MR. COCHRAN: MAY I POINT OUT SOMETHING TO THE COURT ON PAGE 3?,3/3/1995
MAYBE COUNSEL -- THERE'S A WORD THAT'S WRONG.,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
WHY DON'T YOU CONFER WITH MR. DARDEN.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEY AND DEFENSE COUNSEL.),3/3/1995
THE COURT: DO WE HAVE THE TAPE CUED UP TO THAT SPOT?,3/3/1995
"MR. FAIRTLOUGH: YES, YOUR HONOR.",3/3/1995
I JUST WANT TO CHECK AND SEE IF IT'S AT THE RIGHT POINT.,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
"AND I AM SORRY, MR. DARDEN.",3/3/1995
WHAT WAS THE PAGE ON THE TRANSCRIPT?,3/3/1995
"MR. DARDEN: IT'S GOING TO BE PAGE 7, LINES 7 THROUGH 11.",3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
AND THIS IS THE COURT'S TRANSCRIPT WE'RE WORKING FROM?,3/3/1995
MR. DARDEN: YEAH.,3/3/1995
THE COURT'S TRANSCRIPT.,3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
"MR. COCHRAN: YOUR HONOR, IF HE'S GOING TO -- I PRESUME HE IS GOING TO PLAY THIS PORTION, THEN PLAY THE ENTIRE TAPE AFTER THAT; IS THAT CORRECT?",3/3/1995
MR. DARDEN: YES.,3/3/1995
WHY NOT?,3/3/1995
"(AT 10:50 A:M., PEOPLE'S EXHIBIT 94 FOR IDENTIFICATION, A PORTION OF AN AUDIOTAPE WAS PLAYED.)",3/3/1995
"(AT 10:50 A:M., THE PLAYING OF THE AUDIOTAPE ENDED.)",3/3/1995
Q: BY MR. DARDEN: WAS THAT YOUR VOICE ON THE TAPE?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: SO YOU TOLD MR. BILL THAT YOU TOOK YOUR DOG FOR A WALK AT 10:20?,3/3/1995
"A: IF THAT'S WHAT IT SAYS, 10:15, 10:20, THAT'S FINE FOR ME.",3/3/1995
"Q: WELL, YOU SAID 10:15 OR 10:20, CORRECT?",3/3/1995
"A: I WASN'T TALKING ABOUT A SPECIFIC TIME, SIR.",3/3/1995
I SAID AFTER 10:00.,3/3/1995
"AND I WANT TO SAY SOMETHING, SIR.",3/3/1995
"WHEN I HEARD MY NAME ON TELEVISION WITH 10:15, 10:20 TIME, I CALLED MR. JOHNNIE COCHRAN'S OFFICE AND I SAID I HAVE NEVER GIVEN THEM A SPECIFIC TIME.",3/3/1995
THANK YOU.,3/3/1995
"MR. DARDEN: WHY DON'T WE PLAY THE TAPE FROM THE BEGINNING, YOUR HONOR.",3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
"MR. DARDEN, YOU'RE GOING TO PLAY THE ENTIRE TAPE?",3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ -- MR. COCHRAN: YOUR HONOR, BECAUSE ULTIMATELY THE JURY MAY HEAR THE TAPE, CAN WE PUT THE TRANSCRIPT ON THE ELMO?",3/3/1995
"THE COURT: WELL, HOLD ON JUST A SECOND.",3/3/1995
WHY DO I WANT TO PUT THE TRANSCRIPT ON THE ELMO AT THIS POINT?,3/3/1995
"MR. COCHRAN: WELL, PRESUMABLY AT SOME POINT, THE JURY MAY HEAR THIS AND THE OTHER TIMES WE'VE ALSO HAD THE TRANSCRIPT WHERE THE JURY'S BEEN PRESENT.",3/3/1995
I'M JUST SAYING THEY MAY BE HERE AT SOME POINT FOR THIS TESTIMONY.,3/3/1995
"THE COURT: WELL, IF THEY ARE, WE'LL GIVE THEM THE TRANSCRIPT.",3/3/1995
MR. COCHRAN: ALL RIGHT.,3/3/1995
"THIS TRANSCRIPT NEEDS TO BE CLEANED UP, YOUR HONOR, ALSO.",3/3/1995
THE COURT: I AGREE.,3/3/1995
BUT MY STAFF MADE THIS TRANSCRIPT IN 20 MINUTES.,3/3/1995
MR. COCHRAN: I UNDERSTAND.,3/3/1995
"MR. DARDEN: A VERY FINE TRANSCRIPT, YOUR HONOR.",3/3/1995
THE COURT: INDEED IT IS.,3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ, REGARDING THE COMMENTS THAT YOU MADE TO MR. BILL ON THE TAPE YOU JUST HEARD -- A: YES, SIR.",3/3/1995
"Q: -- AT ONE POINT, YOU SAID, ""I TOOK THE DOG AT 10:00,"" AND THEN THERE WAS A PAUSE, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
"Q: AND WE CAN HEAR PAPER -- MR. COCHRAN: OBJECT TO THE FORM OF THAT QUESTION, YOUR HONOR.",3/3/1995
THE COURT: SUSTAINED.,3/3/1995
REPHRASE THE QUESTION.,3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"WELL, CAN YOU HEAR -- THE COURT: AND ASSUMES FACTS NOT IN EVIDENCE.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"WELL, DID YOU HEAR A SOUND ON THE TAPE BETWEEN THE TIME THAT YOU SAID 10:00 AND THEN THE TIME THAT YOU SAID 10:20?",3/3/1995
"A: I DON'T PAY ATTENTION, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"LET ME PLAY IT AGAIN FOR YOU, AND LET ME ASK YOU TO PAY ATTENTION THIS TIME, PLEASE.",3/3/1995
"(AT 10:54 A:M., PEOPLE'S EXHIBIT 94 FOR IDENTIFICATION, A PORTION OF AN AUDIOTAPE, WAS PLAYED.)",3/3/1995
"(AT 10:54 A:M., THE PLAYING OF THE AUDIOTAPE ENDED.)",3/3/1995
Q: BY MR. DARDEN: DID YOU HEAR A NOISE IN BETWEEN YOUR 10:00 AND 10:20?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: DID MR. BILL SHOW YOU A TIME WRITTEN ON A PIECE OF PAPER AT THAT POINT?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: DID HE POINT TO THE WORDS OR THE NUMBERS 10:20?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"WELL, AFTER YOU MENTIONED 10:20, OKAY, YOU THEN SAID 10:15.",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
WHY DID YOU SAY 10:15?,3/3/1995
"A: BECAUSE I SAID AFTER 10:00, SIR, AND I NEVER GAVE THEM A SPECIFIC TIME, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"I WOULD LIKE TO CONTINUE PLAYING THE TAPE, YOUR HONOR, UNTIL WE GET TO LINE 19 ON PAGE 7.",3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ, WE'RE GOING TO PLAY SOME MORE OF THE TAPE.",3/3/1995
"I AM GOING TO ASK YOU TO PAY CLOSE ATTENTION, IF YOU WILL, PLEASE.",3/3/1995
"A: FINE, SIR.",3/3/1995
"(AT 10:55 A:M., PEOPLE'S EXHIBIT 94 FOR IDENTIFICATION, A PORTION OF AN AUDIOTAPE, WAS PLAYED.)",3/3/1995
"(AT 10:55 A:M., THE PLAYING OF THE AUDIOTAPE ENDED.)",3/3/1995
Q: BY MR. DARDEN: DID YOU HEAR ON THE TAPE MR. PAVELIC SAY 10:30?,3/3/1995
"A: I DIDN'T HEAR THAT, SIR.",3/3/1995
Q: DID YOU HEAR YOURSELF AGREE WITH MR. PAVELIC WHEN HE SAID 10:30?,3/3/1995
MR. COCHRAN: THE TAPE SPEAKS FOR ITSELF.,3/3/1995
THE COURT: OVERRULED.,3/3/1995
Q: BY MR. DARDEN: WOULD YOU LIKE TO HEAR IT AGAIN?,3/3/1995
"A: YES, SIR.",3/3/1995
THE COURT: TURN THE VOLUME DOWN JUST A TAD.,3/3/1995
"(AT 10:56 A:M., PEOPLE'S EXHIBIT 94 FOR IDENTIFICATION, A PORTION OF AN AUDIOTAPE, WAS PLAYED.)",3/3/1995
"(AT 10:56 A:M., THE PLAYING OF THE AUDIOTAPE ENDED.)",3/3/1995
"MR. COCHRAN: YOUR HONOR, OBJECTION.",3/3/1995
"THAT IS NOT CLEAR, 10:15, 10:30.",3/3/1995
"IT'S NOT CLEAR, AND BASED UPON THAT, THE TAPE SPEAKS FOR ITSELF.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
Q: BY MR. DARDEN: DID YOU HEAR MR. BILL MENTION 10:30 THERE ON THE TAPE?,3/3/1995
"A: HE CAN MENTION ANYTHING HE WANTS, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"BUT DID YOU HEAR YOURSELF AGREE WITH HIM AND SAY ""YEAH""?",3/3/1995
"A: BUT I NEVER TAKE THE DOG OUT AT 10:30, SIR.",3/3/1995
IT'S TOO LATE FOR ME.,3/3/1995
"Q: YOU DON'T TAKE THE DOG OUT AT 10:15 EITHER, DO YOU?",3/3/1995
"A: I SAID AFTER 10:00 AND I DON'T KNOW ABOUT THE MINUTES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"THROUGHOUT THE INTERVIEW YOU HAD WITH MR. BILL, HE KEPT PUTTING WORDS IN YOUR MOUTH, DIDN'T HE?",3/3/1995
"A: I DON'T KNOW, SIR, IF HE PUT THEM THERE BECAUSE I TOLD HIM WHAT I KNEW.",3/3/1995
"Q: WELL, DID YOU TELL HIM THAT THE -- MR. COCHRAN: YOUR HONOR, MAY I INTERRUPT COUNSEL FOR JUST A MOMENT?",3/3/1995
"WE'VE AGREED ON A CHANGE AND PERHAPS MR. DARDEN DOESN'T KNOW ABOUT THIS, THIS PART ABOUT PAVELIC.",3/3/1995
PERHAPS HE CAN CONSULT WITH HIS COLLEAGUES.,3/3/1995
"WE AGREED YESTERDAY TO A CHANGE, THAT THAT'S WHAT PAVELIC HAD SAID.",3/3/1995
PERHAPS HE CAN CONSULT WITH THEM AND DIRECT IT TO THE WITNESS.,3/3/1995
MR. DARDEN: THAT'S WITH THE TRANSCRIPT?,3/3/1995
MR. COCHRAN: YES.,3/3/1995
MR. DARDEN: THE TRANSCRIPT IS NOT EVIDENCE.,3/3/1995
THE COURT: NOT YET.,3/3/1995
(DISCUSSION HELD OFF THE RECORD BETWEEN THE DEPUTY DISTRICT ATTORNEYS.),3/3/1995
"MR. DARDEN: YOUR HONOR, THE AGREEMENT FOR PURPOSES OF THIS HEARING I SUPPOSE IS THAT MR. PAVELIC STATES AT LINE 18 OF PAGE 7, ""10:20, 10:30, OKAY,"" AND AT LINE 19, MISS LOPEZ RESPONDS, ""YEAH.""",3/3/1995
THE COURT: ALL RIGHT.,3/3/1995
Q: BY MR. DARDEN: DID MR. PAVELIC SUGGEST TO YOU CERTAIN TIMES?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"LET'S LISTEN TO THE ENTIRE TAPE, OKAY?",3/3/1995
WE'LL BEGIN.,3/3/1995
"CAN WE PROCEED, YOUR HONOR?",3/3/1995
"THE COURT: YES, PLEASE.",3/3/1995
"(AT 10:59 A:M., PEOPLE'S EXHIBIT 94 FOR IDENTIFICATION, AN AUDIOTAPE, WAS PLAYED.)",3/3/1995
"MR. COCHRAN: YOUR HONOR, COULD WE STOP IT?",3/3/1995
"MR. DARDEN: NO, NO, NO, NO.",3/3/1995
"(AT 10:59 A:M., THE PLAYING OF THE AUDIOTAPE CONTINUES.)",3/3/1995
"(AT 11:14 A:M., THE PLAYING OF THE AUDIOTAPE ENDED.)",3/3/1995
"Q: BY MR. DARDEN: MISS LOPEZ, DID MR. BILL EVER READ TO YOU THE WRITTEN STATEMENT THAT HE WROTE OUT?",3/3/1995
"A: NO, SIR.",3/3/1995
Q: WAS IT DURING THAT INTERVIEW THAT YOU MENTIONED SYLVIA?,3/3/1995
"A: NO, SIR.",3/3/1995
Q: DO YOU KNOW THE DATE WHICH YOU GAVE THAT INTERVIEW TO MR. BILL?,3/3/1995
"A: I THINK IT WAS JULY, JUNE.",3/3/1995
"THE COURT: MICROPHONE, MR. DARDEN.",3/3/1995
Q: BY MR. DARDEN: YOU'RE NOT SURE OF THE DATE?,3/3/1995
A: NO.,3/3/1995
Q: ARE YOU SURE OF THE EXACT TIME IN WHICH THAT INTERVIEW BEGAN?,3/3/1995
"A: I DON'T KNOW ABOUT THE HOUR, SIR.",3/3/1995
Q: OKAY.,3/3/1995
YOU TOLD MR. BILL THAT YOU LOOKED OUTSIDE AND YOU SAW MR. SIMPSON'S BENTLEY LEAVING; IS THAT CORRECT?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"AND WHEN YOU TESTIFIED HERE THE OTHER DAY, YOU TOLD US THAT YOU COULD SEE A BLOND-HAIRED PASSENGER IN THE CAR, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: SO YOU WERE INSIDE YOUR HOUSE WHEN YOU SAW THE CAR PASS?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: YOU WERE IN YOUR BEDROOM?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: SO YOU WERE STANDING THERE IN FRONT OF THE WINDOW?,3/3/1995
A: NOT STANDING.,3/3/1995
"Q: WELL, WERE YOU LOOKING OUT THE WINDOW WATCHING?",3/3/1995
"A: NO, SIR.",3/3/1995
I WENT OUT TO THE GUEST ROOM TO TURN ON LIGHTS.,3/3/1995
"Q: OH, AND YOU WERE OUTSIDE?",3/3/1995
"A: INSIDE, SIR.",3/3/1995
Q: OKAY.,3/3/1995
AND YOU LOOKED OUT THE WINDOW AND YOU SAW MR. SIMPSON'S CAR PASS?,3/3/1995
"A: YES, SIR.",3/3/1995
Q: AND THIS IS 9:00 O'CLOCK AT NIGHT IS IT?,3/3/1995
A: APPROXIMATELY.,3/3/1995
I NEVER GAVE THEM AN EXACT TIME.,3/3/1995
"I ALREADY TOLD YOU SO, SIR.",3/3/1995
"Q: WELL, DIDN'T YOU TELL MR. BILL THAT IT WAS BETWEEN 8:30 AND 9:00 O'CLOCK?",3/3/1995
"A: THAT'S IT, BETWEEN 8:30 AND 9:00, SIR.",3/3/1995
"THAT'S NOT THE EXACT TIME, SIR.",3/3/1995
Q: YOU DON'T KNOW THE EXACT TIME.,3/3/1995
"A: YES, I KNOW THE EXACT TIME, BUT I NEVER GIVE YOU THE EXACT TIME BECAUSE I WASN'T SURE, SIR.",3/3/1995
Q: AND WHAT IS THE EXACT TIME?,3/3/1995
"A: YOU CAN SAY 9:00, SIR.",3/3/1995
Q: OKAY.,3/3/1995
BUT YOU'RE NOT SURE THOUGH?,3/3/1995
"A: I'M SURE IT WAS 9:00, SIR.",3/3/1995
Q: YOU JUST TOLD US A MOMENT AGO THAT YOU NEVER GAVE AN EXACT TIME BECAUSE YOU WEREN'T SURE.,3/3/1995
"MR. COCHRAN: YOUR HONOR, THAT'S ARGUMENTATIVE.",3/3/1995
THE COURT: OVERRULED.,3/3/1995
"THE WITNESS: AS YOU SAY, SIR, BETWEEN 8:30 AND 9:00 AND I SAID TO YOU BETWEEN 8:30 AND 9:00.",3/3/1995
Q: BY MR. DARDEN: OKAY.,3/3/1995
"NOW, YOU UNDERSTAND, MISS LOPEZ, THAT YOU SHOULDN'T SAY A TIME JUST BECAUSE I SAY THE TIME, CORRECT?",3/3/1995
"A: YES, SIR.",3/3/1995
Q: OKAY.,3/3/1995
"NOW, IT WAS DARK AT 9:00 P.M. THAT NIGHT, CORRECT?",3/3/1995
A: I THINK SO.,3/3/1995
