Sentences,INDX,date_binary,Tags_Clean,Has_Date,Tags_Trim
"I, you know, approached him like I approach every other patient in my office, and really, besides requesting from you a photographer, given the fact that you told me on the phone he had cuts, really did nothing else different than I would do for another first time office visit, thorough physical examination.",319424,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['I O', ', O', 'you O', 'know O', ', O', 'approached O', 'him O', 'like O', 'I O', 'approach O', 'every O', 'other O', 'patient O', 'in O', 'my O', 'office O', ', O', 'and O', 'really O', ', O', 'besides O', 'requesting O', 'from O', 'you O', 'a O', 'photographer O', ', O', 'given O', 'the O', 'fact O', 'that O', 'you O', 'told O', 'me O', 'on O', 'the O', 'phone O', 'he O', 'had O', 'cuts O', ', O', 'really O', 'did O', 'nothing O', 'else O', 'different O', 'than O', 'I O', 'would O', 'do O', 'for O', 'another O', 'first S-ORDINAL', 'time O', 'office O', 'visit O', ', O', 'thorough O', 'physical O', 'examination O', '. O']"
"THE COURT: WELL, SHE'S INDICATED SO FAR THAT SHE HASN'T TALKED TO ANYBODY IN EL SALVADOR IN THE LAST TWO WEEKS.",66799,['1'],"['O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'E-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['THE O', 'COURT O', ': O', 'WELL O', ', O', ""SHE'S S-PERSON"", 'INDICATED O', 'SO O', 'FAR O', 'THAT O', 'SHE O', ""HASN'T O"", 'TALKED O', 'TO O', 'ANYBODY O', 'IN O', 'EL B-GPE', 'SALVADOR E-GPE', 'IN O', 'THE B-DATE', 'LAST I-DATE', 'TWO I-DATE', 'WEEKS E-DATE', '. O']"
"ON JUNE 8TH SHE WAS USING DRUGS FREEBASING SO BADLY -- IN FACT, CHRISTIAN REICHARDT PUT HER OUT ON JUNE 3RD.",89646,['1'],"['O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['ON O', 'JUNE B-DATE', '8TH E-DATE', 'SHE O', 'WAS O', 'USING O', 'DRUGS O', 'FREEBASING O', 'SO O', 'BADLY O', '-- O', 'IN O', 'FACT O', ', O', 'CHRISTIAN O', 'REICHARDT S-PERSON', 'PUT O', 'HER O', 'OUT O', 'ON O', 'JUNE B-DATE', '3RD E-DATE', '. O']"
"DR. GERDES: Well, it is titled ""Percent with contamination"" now, not ""Contamination and/or artifact,"" so what I would do is if you look at all the strips that are done on a given day, if you--you can look at those in the context of one another and make a scientific decision as to whether or not this is true contamination or not.",350932,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['DR O', '. O', 'GERDES S-PERSON', ': O', 'Well O', ', O', 'it O', 'is O', 'titled O', '"" O', 'Percent O', 'with O', 'contamination O', '"" O', 'now O', ', O', 'not O', '"" O', 'Contamination O', 'and O', '/ O', 'or O', 'artifact O', ',"" O', 'so O', 'what O', 'I O', 'would O', 'do O', 'is O', 'if O', 'you O', 'look O', 'at O', 'all O', 'the O', 'strips O', 'that O', 'are O', 'done O', 'on O', 'a B-DATE', 'given I-DATE', 'day E-DATE', ', O', 'if O', 'you O', '-- O', 'you O', 'can O', 'look O', 'at O', 'those O', 'in O', 'the O', 'context O', 'of O', 'one O', 'another O', 'and O', 'make O', 'a O', 'scientific O', 'decision O', 'as O', 'to O', 'whether O', 'or O', 'not O', 'this O', 'is O', 'true O', 'contamination O', 'or O', 'not O', '. O']"
DID YOU EVER BEFORE YESTERDAY AFTERNOON EVER TESTIFY ABOUT LOOKING AT THE GLOVE ALLEGEDLY TAKEN FROM ROCKINGHAM AT THE BUNDY SCENE ALONG WITH MR. FUNG?,88999,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'S-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O']",1,"['DID O', 'YOU O', 'EVER O', 'BEFORE B-DATE', 'YESTERDAY E-DATE', 'AFTERNOON S-TIME', 'EVER O', 'TESTIFY O', 'ABOUT O', 'LOOKING O', 'AT O', 'THE O', 'GLOVE O', 'ALLEGEDLY O', 'TAKEN O', 'FROM O', 'ROCKINGHAM O', 'AT O', 'THE O', 'BUNDY O', 'SCENE O', 'ALONG O', 'WITH O', 'MR O', '. O', 'FUNG S-PERSON', '? O']"
"MS. CLARK: And do you recall telling him that you turned over that tape to William Pavelic, the Defense investigator, in September of 1994?",365420,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'E-PERSON', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MS O', '. O', 'CLARK S-PERSON', ': O', 'And O', 'do O', 'you O', 'recall O', 'telling O', 'him O', 'that O', 'you O', 'turned O', 'over O', 'that O', 'tape O', 'to O', 'William B-PERSON', 'Pavelic E-PERSON', ', O', 'the O', 'Defense S-ORG', 'investigator O', ', O', 'in O', 'September B-DATE', 'of I-DATE', '1994 E-DATE', '? O']"
May I just indicate to the court what we expect and what we need to do today at this point?,377807,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O']",1,"['May O', 'I O', 'just O', 'indicate O', 'to O', 'the O', 'court O', 'what O', 'we O', 'expect O', 'and O', 'what O', 'we O', 'need O', 'to O', 'do O', 'today S-DATE', 'at O', 'this O', 'point O', '? O']"
"ANY REPORTS, YOUR HONOR, THAT WERE GENERATED SOLELY FOR IMPEACHMENT, AS THE COURT IS WELL AWARE, IS NOT DISCOVERABLE AND THOSE REPORTS ARE NOT DISCOVERABLE UNDER THE RECIPROCAL DISCOVERY ACT OR 1054 AND THOSE ACTIONS THAT FOLLOW.",72479,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['ANY O', 'REPORTS O', ', O', 'YOUR O', 'HONOR O', ', O', 'THAT O', 'WERE O', 'GENERATED O', 'SOLELY O', 'FOR O', 'IMPEACHMENT O', ', O', 'AS O', 'THE O', 'COURT O', 'IS O', 'WELL O', 'AWARE O', ', O', 'IS O', 'NOT O', 'DISCOVERABLE O', 'AND O', 'THOSE O', 'REPORTS O', 'ARE O', 'NOT O', 'DISCOVERABLE O', 'UNDER O', 'THE O', 'RECIPROCAL O', 'DISCOVERY O', 'ACT O', 'OR O', '1054 S-DATE', 'AND O', 'THOSE O', 'ACTIONS O', 'THAT O', 'FOLLOW O', '. O']"
"AT THE END OF THE DAY, YOUR HONOR INDICATED YOU WERE GOING TO CHECK BACK WITH YOUR NOTES AND SEE WHERE SHE OPENS THE DOOR WITH REGARD TO THE CUT FINGER AND THEN HE GIVES AN EXPLANATION HOW HE GOT THE CUT FINGER.",91121,['1'],"['O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['AT O', 'THE B-DATE', 'END I-DATE', 'OF I-DATE', 'THE I-DATE', 'DAY E-DATE', ', O', 'YOUR O', 'HONOR O', 'INDICATED O', 'YOU O', 'WERE O', 'GOING O', 'TO O', 'CHECK O', 'BACK O', 'WITH O', 'YOUR O', 'NOTES O', 'AND O', 'SEE O', 'WHERE O', 'SHE O', 'OPENS O', 'THE O', 'DOOR O', 'WITH O', 'REGARD O', 'TO O', 'THE O', 'CUT O', 'FINGER O', 'AND O', 'THEN O', 'HE O', 'GIVES O', 'AN O', 'EXPLANATION O', 'HOW O', 'HE O', 'GOT O', 'THE O', 'CUT O', 'FINGER O', '. O']"
"AND IN 1987 THROUGH '89, YOU WERE ASSIGNED TO TRACE?",137459,['1'],"['O', 'O', 'S-DATE', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['AND O', 'IN O', '1987 S-DATE', 'THROUGH O', ""' B-DATE"", '89 E-DATE', ', O', 'YOU O', 'WERE O', 'ASSIGNED O', 'TO O', 'TRACE O', '? O']"
I THINK THEY CAME BACK ON THE 17TH.,75191,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['I O', 'THINK O', 'THEY O', 'CAME O', 'BACK O', 'ON O', 'THE B-DATE', '17TH E-DATE', '. O']"
MR. DARDEN: Over the years have you watched Hertz commercials?,305295,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'S-ORG', 'O', 'O']",1,"['MR O', '. O', 'DARDEN S-PERSON', ': O', 'Over O', 'the B-DATE', 'years E-DATE', 'have O', 'you O', 'watched O', 'Hertz S-ORG', 'commercials O', '? O']"
MS. CLARK: I THINK THE COURT CAN SEE HOW MISLEADING IT IS AND I ONLY WANTED TO INDICATE TO THE COURT THAT THE DEFENSE VIOLATED THE COURT ORDER REGARDING THE SHOW AND TELL SHOWING UP LATE WITH IT ON MONDAY.,13518,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['MS O', '. O', 'CLARK S-PERSON', ': O', 'I O', 'THINK O', 'THE O', 'COURT O', 'CAN O', 'SEE O', 'HOW O', 'MISLEADING O', 'IT O', 'IS O', 'AND O', 'I O', 'ONLY O', 'WANTED O', 'TO O', 'INDICATE O', 'TO O', 'THE O', 'COURT O', 'THAT O', 'THE O', 'DEFENSE O', 'VIOLATED O', 'THE O', 'COURT O', 'ORDER O', 'REGARDING O', 'THE O', 'SHOW O', 'AND O', 'TELL O', 'SHOWING O', 'UP O', 'LATE O', 'WITH O', 'IT O', 'ON O', 'MONDAY S-DATE', '. O']"
"My question was if she was wrong about other numbers entered there manually, as she was with the style number, that would affect the information that you have given us here today; isn't that correct, ma'am?",256336,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['My O', 'question O', 'was O', 'if O', 'she O', 'was O', 'wrong O', 'about O', 'other O', 'numbers O', 'entered O', 'there O', 'manually O', ', O', 'as O', 'she O', 'was O', 'with O', 'the O', 'style O', 'number O', ', O', 'that O', 'would O', 'affect O', 'the O', 'information O', 'that O', 'you O', 'have O', 'given O', 'us O', 'here O', 'today S-DATE', '; O', 'is O', ""n't O"", 'that O', 'correct O', ', O', ""ma'am O"", '? O']"
That is not my understanding or my recollection--I have lived here all my life--that is the way that life is in August.,372777,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",1,"['That O', 'is O', 'not O', 'my O', 'understanding O', 'or O', 'my O', 'recollection O', '-- O', 'I O', 'have O', 'lived O', 'here O', 'all O', 'my O', 'life O', '-- O', 'that O', 'is O', 'the O', 'way O', 'that O', 'life O', 'is O', 'in O', 'August S-DATE', '. O']"
"Now, what I can show the court--and the pictures they have, p numbers of 4971 and 4967, and I would like to mark these as exhibits if I could.",411773,['1'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['Now O', ', O', 'what O', 'I O', 'can O', 'show O', 'the O', 'court O', '-- O', 'and O', 'the O', 'pictures O', 'they O', 'have O', ', O', 'p O', 'numbers O', 'of O', '4971 S-DATE', 'and O', '4967 S-CARDINAL', ', O', 'and O', 'I O', 'would O', 'like O', 'to O', 'mark O', 'these O', 'as O', 'exhibits O', 'if O', 'I O', 'could O', '. O']"
"First of all, let me point out the first paragraph talks about the fact that it is our burden of proof.",433530,['0'],"['S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['First S-ORDINAL', 'of O', 'all O', ', O', 'let O', 'me O', 'point O', 'out O', 'the O', 'first S-ORDINAL', 'paragraph O', 'talks O', 'about O', 'the O', 'fact O', 'that O', 'it O', 'is O', 'our O', 'burden O', 'of O', 'proof O', '. O']"
"I'M GOING TO TAKE A BREAK, BUT WE ARE GOING TO TAKE A BREAK IN ABOUT 10 MINUTES.",75620,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'E-TIME', 'O']",1,"[""I'M O"", 'GOING O', 'TO O', 'TAKE O', 'A O', 'BREAK O', ', O', 'BUT O', 'WE O', 'ARE O', 'GOING O', 'TO O', 'TAKE O', 'A O', 'BREAK O', 'IN O', 'ABOUT B-TIME', '10 I-TIME', 'MINUTES E-TIME', '. O']"
"What they are complaining is that something else was prepared that they did not see, that simply documents Mr. Deedrick's further investigation through phone calls to Masland-- THE COURT: Does the report-- MS. CLARK: --as the third party.",287392,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'E-ORG', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O']",1,"['What O', 'they O', 'are O', 'complaining O', 'is O', 'that O', 'something O', 'else O', 'was O', 'prepared O', 'that O', 'they O', 'did O', 'not O', 'see O', ', O', 'that O', 'simply O', 'documents O', 'Mr. O', 'Deedrick S-PERSON', ""'s O"", 'further O', 'investigation O', 'through O', 'phone O', 'calls O', 'to O', 'Masland S-ORG', '-- O', 'THE O', 'COURT O', ': O', 'Does O', 'the O', 'report O', '-- O', 'MS B-ORG', '. I-ORG', 'CLARK E-ORG', ': O', '-- O', 'as O', 'the O', 'third S-ORDINAL', 'party O', '. O']"
"There are--there is one blood analysis summary sheet, a blank or a not form page where I recorded some data, along with a serology item description notes and then some electrophoresis pages that actually cover a couple of different days.",170140,['1'],"['O', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['There O', 'are O', '-- O', 'there O', 'is O', 'one S-CARDINAL', 'blood O', 'analysis O', 'summary O', 'sheet O', ', O', 'a O', 'blank O', 'or O', 'a O', 'not O', 'form O', 'page O', 'where O', 'I O', 'recorded O', 'some O', 'data O', ', O', 'along O', 'with O', 'a O', 'serology O', 'item O', 'description O', 'notes O', 'and O', 'then O', 'some O', 'electrophoresis O', 'pages O', 'that O', 'actually O', 'cover O', 'a B-DATE', 'couple I-DATE', 'of I-DATE', 'different I-DATE', 'days E-DATE', '. O']"
MR. SHAPIRO: That took place on September the 13th?,426179,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'SHAPIRO S-PERSON', ': O', 'That O', 'took O', 'place O', 'on O', 'September B-DATE', 'the I-DATE', '13th E-DATE', '? O']"
MR. HARMON: Did you ever discuss chapter 3 with Mary-Claire King?,363292,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-LAW', 'E-LAW', 'O', 'B-PERSON', 'E-PERSON', 'O']",1,"['MR O', '. O', 'HARMON S-PERSON', ': O', 'Did O', 'you O', 'ever O', 'discuss O', 'chapter B-LAW', '3 E-LAW', 'with O', 'Mary-Claire B-PERSON', 'King E-PERSON', '? O']"
MR. COCHRAN: May I ask one other question in that regard?,326771,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'COCHRAN S-PERSON', ': O', 'May O', 'I O', 'ask O', 'one S-CARDINAL', 'other O', 'question O', 'in O', 'that O', 'regard O', '? O']"
"MR. HARMON: Is there anything about the amounts of DNA that were contained in those items that I keep numbering to you that suggests how long any of those items were at Bundy; 49, 47, 48, 50, 52, when compared with 117?",226785,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-CARDINAL', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'S-CARDINAL', 'O']",1,"['MR O', '. O', 'HARMON S-PERSON', ': O', 'Is O', 'there O', 'anything O', 'about O', 'the O', 'amounts O', 'of O', 'DNA O', 'that O', 'were O', 'contained O', 'in O', 'those O', 'items O', 'that O', 'I O', 'keep O', 'numbering O', 'to O', 'you O', 'that O', 'suggests O', 'how O', 'long O', 'any O', 'of O', 'those O', 'items O', 'were O', 'at O', 'Bundy S-PERSON', '; O', '49 S-CARDINAL', ', O', '47 S-CARDINAL', ', O', '48 S-CARDINAL', ', O', '50 S-CARDINAL', ', O', '52 S-DATE', ', O', 'when O', 'compared O', 'with O', '117 S-CARDINAL', '? O']"
"Howard Weitzman won't be available until the first of the week, and then of course we have--we pushed back Mr. Ragle.",370063,['1'],"['B-PERSON', 'E-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O']",1,"['Howard B-PERSON', 'Weitzman E-PERSON', 'wo O', ""n't O"", 'be O', 'available O', 'until B-DATE', 'the I-DATE', 'first I-DATE', 'of I-DATE', 'the I-DATE', 'week E-DATE', ', O', 'and O', 'then O', 'of O', 'course O', 'we O', 'have O', '-- O', 'we O', 'pushed O', 'back O', 'Mr. O', 'Ragle S-PERSON', '. O']"
"MR. SCHECK: Now, you examined this with Mr. Harmon the other day, Friday I believe?",223774,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'Now O', ', O', 'you O', 'examined O', 'this O', 'with O', 'Mr. O', 'Harmon S-PERSON', 'the O', 'other O', 'day O', ', O', 'Friday S-DATE', 'I O', 'believe O', '? O']"
"If that's--so I don't miss the point here, if they want that, we have a video of Mr. Simpson, how he appeared on June 12th in the evening hours at 5:30 or 6:00 o'clock.",285412,['0'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'I-TIME', 'E-TIME', 'O', 'S-TIME', 'O', 'B-TIME', 'E-TIME', 'O']",1,"['If O', 'that O', ""'s O"", '-- O', 'so O', 'I O', 'do O', ""n't O"", 'miss O', 'the O', 'point O', 'here O', ', O', 'if O', 'they O', 'want O', 'that O', ', O', 'we O', 'have O', 'a O', 'video O', 'of O', 'Mr. O', 'Simpson S-PERSON', ', O', 'how O', 'he O', 'appeared O', 'on O', 'June B-TIME', '12th I-TIME', 'in I-TIME', 'the I-TIME', 'evening I-TIME', 'hours E-TIME', 'at O', '5:30 S-TIME', 'or O', '6:00 B-TIME', ""o'clock E-TIME"", '. O']"
"MR. MATHESON: On September 1st, 1994.",161100,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'MATHESON S-PERSON', ': O', 'On O', 'September B-DATE', '1st I-DATE', ', I-DATE', '1994 E-DATE', '. O']"
"But one of the basis apparently was a letter that has been discussed in court I believe last Friday, the source of which is apparently contested.",273621,['1'],"['O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['But O', 'one S-CARDINAL', 'of O', 'the O', 'basis O', 'apparently O', 'was O', 'a O', 'letter O', 'that O', 'has O', 'been O', 'discussed O', 'in O', 'court O', 'I O', 'believe O', 'last B-DATE', 'Friday E-DATE', ', O', 'the O', 'source O', 'of O', 'which O', 'is O', 'apparently O', 'contested O', '. O']"
ABOUT A YEAR AND A HALF BEFORE THAT AND YOU WORKED AT THIS -- THE LOCATION -- I WON'T ASK YOU THE LOCATION.,48146,['1'],"['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['ABOUT B-DATE', 'A I-DATE', 'YEAR I-DATE', 'AND I-DATE', 'A I-DATE', 'HALF E-DATE', 'BEFORE O', 'THAT O', 'AND O', 'YOU O', 'WORKED O', 'AT O', 'THIS O', '-- O', 'THE O', 'LOCATION O', '-- O', 'I O', ""WON'T O"", 'ASK O', 'YOU O', 'THE O', 'LOCATION O', '. O']"
MR. SCHECK: And item 16 was picked up in front of the--the front door of Mr. Simpson's residence?,154486,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'S-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-PERSON', 'O', 'O', 'O']",1,"['MR O', '. O', 'SCHECK S-PERSON', ': O', 'And O', 'item O', '16 S-CARDINAL', 'was O', 'picked O', 'up O', 'in O', 'front O', 'of O', 'the O', '-- O', 'the O', 'front O', 'door O', 'of O', 'Mr. O', 'Simpson S-PERSON', ""'s O"", 'residence O', '? O']"
"MS. SIMPSON: Umm, she would come over during the summer.",298098,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['MS O', '. O', 'SIMPSON S-PERSON', ': O', 'Umm O', ', O', 'she O', 'would O', 'come O', 'over O', 'during B-DATE', 'the I-DATE', 'summer E-DATE', '. O']"
"MR. NEUFELD: Well, sir, in this case there has already been testimony that the first time anyone observed a bloodstain on the sock was August 4th.",347343,['1'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O']",1,"['MR O', '. O', 'NEUFELD S-PERSON', ': O', 'Well O', ', O', 'sir O', ', O', 'in O', 'this O', 'case O', 'there O', 'has O', 'already O', 'been O', 'testimony O', 'that O', 'the O', 'first S-ORDINAL', 'time O', 'anyone O', 'observed O', 'a O', 'bloodstain O', 'on O', 'the O', 'sock O', 'was O', 'August B-DATE', '4th E-DATE', '. O']"
MR. UELMEN: May we have the next excerpt.,391847,['0'],"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"['MR O', '. O', 'UELMEN S-PERSON', ': O', 'May O', 'we O', 'have O', 'the O', 'next O', 'excerpt O', '. O']"
"SIMPSON'S MEDICAL RECORDS IN 1970 IN BUFFALO, AND EVERYBODY IN AMERICA HAS SEEN THESE VIDEOTAPES, YOUR HONOR, AND I THINK THAT THE COURT IS GOING TO SEE WHO IS BEING DISINGENUOUS.",62327,['1'],"['O', 'O', 'O', 'O', 'S-DATE', 'O', 'S-GPE', 'O', 'O', 'O', 'O', 'S-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,"[""SIMPSON'S O"", 'MEDICAL O', 'RECORDS O', 'IN O', '1970 S-DATE', 'IN O', 'BUFFALO S-GPE', ', O', 'AND O', 'EVERYBODY O', 'IN O', 'AMERICA S-GPE', 'HAS O', 'SEEN O', 'THESE O', 'VIDEOTAPES O', ', O', 'YOUR O', 'HONOR O', ', O', 'AND O', 'I O', 'THINK O', 'THAT O', 'THE O', 'COURT O', 'IS O', 'GOING O', 'TO O', 'SEE O', 'WHO O', 'IS O', 'BEING O', 'DISINGENUOUS O', '. O']"
