Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"102, photo id,"" People's 457?",6/28/1995,285663,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: So marked.,6/28/1995,285664,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Thank you.,6/28/1995,285665,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"(Peo's 457 for id = photograph) MS. CLARK: Showing you first of all People's 456, do you recognize that tag?",6/28/1995,285666,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285667,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And what is it?,6/28/1995,285668,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: It's a part of--part of a form filled out by our photo lab.,6/28/1995,285669,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"It's dated 6-14-94 with the initials, ""Mw,"" and then ""Sid crime lab"" as the location.",6/28/1995,285670,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: The location where the photographs were being taken?,6/28/1995,285671,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285672,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And that's the date when the photographs were taken, correct?",6/28/1995,285673,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285674,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: ""Mw,"" does that--do you know a photographer with those initials who works for LAPD?",6/28/1995,285675,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I do.",6/28/1995,285676,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And his name?,6/28/1995,285677,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Mike Wilson.,6/28/1995,285678,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And showing you 457, are you familiar with the system of photo id numbers and item numbers?",6/28/1995,285679,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285680,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And is photo id no.,6/28/1995,285681,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
102 the photo identification number given to the Bundy glove?,6/28/1995,285682,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: I believe it was.,6/28/1995,285683,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And showing you--and when you look at this glove, does this appear to be the Bundy glove?",6/28/1995,285684,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, it does.",6/28/1995,285685,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Left-handed glove?,6/28/1995,285686,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285687,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, you described the condition of that glove as different in terms of being bloody than the Rockingham glove in your observations of June the 21st.",6/28/1995,285688,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I did.",6/28/1995,285689,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Can you indicate to us on this photograph what area it was where you saw the blood primarily?,6/28/1995,285690,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Umm, it's a little difficult to see on this photograph, but it was towards that--that--that notch area there.",6/28/1995,285691,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It was in--I'm not sure if it was even on that side.,6/28/1995,285692,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It might have been on the opposite side of the glove.,6/28/1995,285693,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,6/28/1995,285694,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: But there was a bloodstain, a heavily stained area-- MS. CLARK: Let me show you-- MS. BROCKBANK: --near this end of the glove.",6/28/1995,285695,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: I'm sorry.,6/28/1995,285696,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Let me show you another photograph.,6/28/1995,285697,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Okay.,6/28/1995,285698,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Showing it to counsel.,6/28/1995,285699,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"People's 458, part of the same series.",6/28/1995,285700,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"(Peo's 458 for id = photograph) MS. CLARK: Showing you People's 458 now, Miss Brockbank-- MS. CLARK: Can you back up?",6/28/1995,285701,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,6/28/1995,285702,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
You can see item no.,6/28/1995,285703,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
102 here?,6/28/1995,285704,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285705,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Again, this appears to be the Bundy glove?",6/28/1995,285706,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285707,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Can you see an area in this photograph that appears to match your recollection of the area that you described as being mostly bloody area in this glove?,6/28/1995,285708,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285709,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"On the end towards the right-hand side of the screen--and you're looking at a left glove here, the thumb is to the top of the screen--near the opening on what would be the back of the hand area is a crusty stain.",6/28/1995,285710,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You can see there part of it is actually chipped away, and that's the heavily blood-stained area that I mentioned before.",6/28/1995,285711,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Okay.,6/28/1995,285712,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Indicating the area of the glove that appears to be near the label.,6/28/1995,285713,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Yes, your Honor.",6/28/1995,285714,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285715,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Towards the--it's on the back of the hand toward the wrist area of the glove.,6/28/1995,285716,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And I'm going to ask Mr. Fairtlough to circle it.,6/28/1995,285717,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's good.,6/28/1995,285718,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Is that accurate, Miss Brockbank?",6/28/1995,285719,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: The circle could be a little bigger, but that's the area.",6/28/1995,285720,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Why don't you direct the arrow.,6/28/1995,285721,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Umm, okay.",6/28/1995,285722,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"If you start there, go over to the left, now down, now back across towards the right.",6/28/1995,285723,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Okay.,6/28/1995,285724,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And then back up.,6/28/1995,285725,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's better.,6/28/1995,285726,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Thank you.,6/28/1995,285727,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
May we have this print--we'll print this and mark it 458-A?,6/28/1995,285728,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: 458-A: (Peo's 458-A for id = photograph) MS. CLARK: And that was the primary area of bloodstaining on that particular glove?,6/28/1995,285729,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: That was the primary area that I made notice of, yes.",6/28/1995,285730,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Since you measured the gloves on June the 21st, have they been subjected to manipulation by various people in the course of testing?",6/28/1995,285731,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285732,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: In the course--and in the course of testing and in fact, if people had tried the gloves on, might that cause them to stretch?",6/28/1995,285733,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285734,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,6/28/1995,285735,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,6/28/1995,285736,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Well, you indicated on cross-examination that other--different examiners might use different words to describe the hairs that they see under the microscope?",6/28/1995,285737,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285738,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: When you mount hairs on a slide in permount, is that slide and that hair then available for other examiners to look at?",6/28/1995,285739,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, it is.",6/28/1995,285740,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And regardless of what words any examiner might use, can they all look at the same hair?",6/28/1995,285741,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285742,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And render opinions about whether there is a match or not a match?,6/28/1995,285743,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285744,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,6/28/1995,285745,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,6/28/1995,285746,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,6/28/1995,285747,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"In this case, you took an exemplar from Mr. Simpson of--you counted 93 hairs?",6/28/1995,285748,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285749,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Have you ever--and you recall what that looked like in terms of the amount that it looked to you before you actually counted them and determined them to be 93?,6/28/1995,285750,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285751,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Have you ever taken that amount of hair for an exemplar before in any other case?,6/28/1995,285752,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Just on a gross appearance, yes.",6/28/1995,285753,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: You haven't been required to count the hairs before, have you?",6/28/1995,285754,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: No.,6/28/1995,285755,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Or since?,6/28/1995,285756,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: No.,6/28/1995,285757,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, with respect to taking exemplars, Miss Brockbank, you were asked in this case to go and see if the Goldman family had a hairbrush that belonged to Ron Goldman?",6/28/1995,285758,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I was.",6/28/1995,285759,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Have you ever been asked to do that before?,6/28/1995,285760,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: No, I have not.",6/28/1995,285761,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: If you have an opportunity to take hair from a person's head, whether they are alive or not, would you prefer to do that or get the hair from a hairbrush?",6/28/1995,285762,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: I would prefer to get the hair from the actual head of the person whom that hair belongs to.,6/28/1995,285763,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: You feel you would get a better exemplar that way?,6/28/1995,285764,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I do.",6/28/1995,285765,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: When you took notes of the hairs that you're looking at in order to characterize what you see, whether it's questioned or known hairs, you fill out that work sheet that counsel showed you on the elmo?",6/28/1995,285766,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285767,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Once you fill out that sheet, writing in notes about what you see, if you go back to look at those same hairs again on a different day, do you fill out a new work sheet?",6/28/1995,285768,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: No.,6/28/1995,285769,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Do you add whatever you see on the second time you look at it on that old work sheet?,6/28/1995,285770,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: If I see something additional to what I saw on the first day, I might add it on there, yes.",6/28/1995,285771,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,6/28/1995,285772,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, with respect to the collection of the interior and exterior hairs and fibers on the knit cap, item no.",6/28/1995,285773,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"38, did you take some precaution to prevent the mixing of the interior hair and fiber from the exterior hair and fiber?",6/28/1995,285774,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285775,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"As--as they were taken off the hat, they were placed in separate bindles.",6/28/1995,285776,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I--as I said earlier, I examined the exterior of the hat first to remove those hairs, placed them in a bindle.",6/28/1995,285777,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That bindle was placed in a coin envelope and set aside before I examined the interior of the hat.,6/28/1995,285778,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I changed or--no.,6/28/1995,285779,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I think I said I did not change my gloves.,6/28/1995,285780,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
But I turned the hat inside out.,6/28/1995,285781,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I made sure there was nothing on my gloves before I turned the hat inside out, removed the hats or hairs from the inside of the hat, placed those in a separate bindle.",6/28/1995,285782,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And so that's how they were kept separate.,6/28/1995,285783,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,6/28/1995,285784,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So are you satisfied, Miss Brockbank, that you did not cross-transfer the hairs between the inside and the outside of the cap?",6/28/1995,285785,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285786,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: When you removed the shirt belonging to Ron Goldman from the bag into which it was placed by Denise Lewis, can you describe for us how you removed it from the bag?",6/28/1995,285787,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: The shirt was rather large and, you know, was inside the bag, kind of tightly packed in there.",6/28/1995,285788,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"So I reached inside and pulled the shirt out with the bag basically inverted and the shirt and any contents of the bag I think came out along with it, because when I looked in the bag, there was nothing remaining in that bag.",6/28/1995,285789,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: So if debris had been tapped in from the butcher paper on which the shirt had been examined, was tapped into the bag by Denise after she packaged the shirt in there, then that debris would have come out as you removed the shirt?",6/28/1995,285790,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285791,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: You indicated on cross-examination that you did not know whether item 33 was a piece of carpet at the time that you were doing inventory, correct?",6/28/1995,285792,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: That's correct.,6/28/1995,285793,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Is that because you could not see any portion of carpet protruding from the packaging?,6/28/1995,285794,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285795,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Leading.,6/28/1995,285796,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,6/28/1995,285797,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And why is it that you did not know it was a piece of carpet contained in that packaging for item 33?,6/28/1995,285798,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Umm, it was completely wrapped in paper.",6/28/1995,285799,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Was there any tear or any opening in that package that would have permitted the fibers to escape into the box in which it was contained for item 33?,6/28/1995,285800,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285801,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,6/28/1995,285802,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,6/28/1995,285803,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: None that I made any note of.,6/28/1995,285804,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
None that I remember.,6/28/1995,285805,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Well, is that something that's important to you as a hair and trace analyst?",6/28/1995,285806,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285807,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: So if you had seen a rip or a tear in that piece--in the packaging for item no.,6/28/1995,285808,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"33, is that something that would have attracted your attention?",6/28/1995,285809,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285810,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Speculation.,6/28/1995,285811,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,6/28/1995,285812,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Have you ever seen packaging--items that were packaged--items of evidence that were packaged in which the packaging was torn in any other case?,6/28/1995,285813,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Has that ever happened to you?,6/28/1995,285814,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: It may have.,6/28/1995,285815,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I can't think of any particular one right offhand.,6/28/1995,285816,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Nevertheless, the packaging of items is important to you as a hair and trace analyst, correct?",6/28/1995,285817,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285818,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: You make note of how things appear when you make contact with them?,6/28/1995,285819,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285820,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you did notice specifically the appearance of item no.,6/28/1995,285821,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
33 and the manner in which it was packaged?,6/28/1995,285822,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285823,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And you have no recollection of seeing any kind of rips or tears in that packaging, correct?",6/28/1995,285824,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: That's correct.,6/28/1995,285825,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Did you see any rips or tears in any of the individual bags containing the items like the gloves, the knit cap or the Bronco cap?",6/28/1995,285826,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: No.,6/28/1995,285827,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Those bags were intact and sealed?,6/28/1995,285828,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, they were.",6/28/1995,285829,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: So did you see any tear or opening in any of the bags that I just mentioned for those items that would have permitted carpet fibers from item 33 to get out of the packing for item 33 and into the bags of those items, the caps and the glove?",6/28/1995,285830,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: No.,6/28/1995,285831,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: I think you indicated that when you collect hair and fiber from items of evidence, as you're collecting, you keep the bindle folded?",6/28/1995,285832,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285833,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Can you describe or show us with a piece of paper how you do that?,6/28/1995,285834,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Want a piece of paper?,6/28/1995,285835,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, please.",6/28/1995,285836,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: For the record, I've just torn a piece of paper off a legal pad.",6/28/1995,285837,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,6/28/1995,285838,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And given it to the witness.,6/28/1995,285839,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Basically this is how I would fold a bindle.,6/28/1995,285840,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Fold the paper in thirds, as I described earlier, and then in thirds in the opposite direction; then in a closed condition, I would tuck one side into the other side of the bindle.",6/28/1995,285841,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
So that would be completely closed.,6/28/1995,285842,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"While I'm working on something, I would have had it folded in this manner (Indicating).",6/28/1995,285843,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: For the record, when she says ""In this manner,"" it is folded in thirds and the edge of the paper that is the end of the paper is lying folded over, but not completely closed down.",6/28/1995,285844,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Yes.,6/28/1995,285845,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: I would remove the evidence if I use the hat as an example, remove the evidence with my hands, open the bindle, place what I removed in the bindle and then reclose it, continue on my work.",6/28/1995,285846,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you did that in this case for each item of evidence?,6/28/1995,285847,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I did.",6/28/1995,285848,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: All right.,6/28/1995,285849,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Now, you counted fewer hairs than Mr. Deedrick for a couple of items of evidence that we discussed previously.",6/28/1995,285850,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I did.",6/28/1995,285851,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And you indicated that you did not add any hairs to those bindles yourself.,6/28/1995,285852,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: That's correct.,6/28/1995,285853,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: Now, was there any opportunity for hairs to fall into the closed bindles that were inside the closed coin envelopes that were kept inside the closed analyzed evidence envelopes?",6/28/1995,285854,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,6/28/1995,285855,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,6/28/1995,285856,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Vague as to ""Ever.""",6/28/1995,285857,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,6/28/1995,285858,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Rephrase the question.,6/28/1995,285859,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: Okay.,6/28/1995,285860,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"The bindles that you--that contained the hair and trace that you put into it from each of the items of evidence, when you completed your collection, did you immediately close them?",6/28/1995,285861,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285862,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. CLARK: And by that, I mean, not just folded over the way you've demonstrated that you do during collection, but the way you indicated before with it completely folded up and tucked in.",6/28/1995,285863,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285864,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And so did you close them up in that manner in each instance after you collected all of the hair and trace from any particular item?,6/28/1995,285865,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MS. BROCKBANK: Yes, I did.",6/28/1995,285866,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And then you indicated earlier you placed that into a coin envelope that you--in which you tucked the flap in?,6/28/1995,285867,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285868,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And then placed that in an analyzed evidence envelope?,6/28/1995,285869,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285870,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. CLARK: And was that flap closed also?,6/28/1995,285871,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MS. BROCKBANK: Yes.,6/28/1995,285872,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
