Sentence,Data_Split,Case_Name,Transcript_Date,Case_Type,Transcript_Type,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Annotator_Source,NER_Annotator_Source
 Correct.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
But that number is meaningless.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Well, the number with the control web page shows 15.2   percent of the respondents were confused.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"And because that   confusion was so high when the expensive handbag survey takers   looked at a control page that had no reference to Birkin or the   Birkin bag or the HermÃ¨s and the disclaimer, it still thought   it was HermÃ¨s or Birkin; correct?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Objection.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Sustained.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 This survey that Dr. Isaacson conducted indicated that 15.2   percent of the respondents who saw the control page indicated   confusion; correct?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 That's correct.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Thank you.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"Now, this case is about NFTs.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"And I'm sure we have   all learned a lot, if I'm only just speaking for myself.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
What is your definition of an NFT?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Well, I'm obviously not a technical expert, but it stands   for non-fungible token.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
I understand that it is to be some   kind of digital token that is secured by blockchain technology   traceable.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"It's got a lineage as it moves from person to   person, can be tracked.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"And it can have other digital objects   attached to it like an artwork, but that's my nonexpert   definition.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 So it's like a deed we've been discussing during this case;   is that right?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 I wouldn't have the technical knowledge to say that.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Or you would agree that it could be called a digital token?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Objection.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 I'm not sure why these questions are being   put to this witness.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"But I will remind the jury that in this   case, the NFTs were the equivalent of a certificate of   ownership of the underlying digital images subject to the smart    contract; and that we have allowed other witnesses to speak of   MetaBirkin NFTs as including both the certificate, if you will,   and the underlying images.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"Go ahead, counsel.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"Thank you, your Honor.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" The reason that you criticize Dr. Isaacson for saying, Who   do you think makes the items shown on this web page, is because   he should have used the word ""NFT""; correct?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 I think that would be a better term that he could have   used.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And when you issued your expert report on September 1,   2022, you did not identify any word to replace items in that   report?",TR,Hermes,2/26/2023,Civil,Trial,1.0,"[{'text': 'September 1,   2022', 'score': 0.859, 'start_pos': 43, 'end_pos': 62}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
" I did in my deposition, but not in the report.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" So if I understand though what you're   getting at, you think it should have used the word ""images""   rather than ""items""?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Yes, but that doesn't   as you, yourself   just indicated, you're not an expert on NFTs; so presumably   most people taking the survey would not be an expert on NFTs.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"But I thought your point â€” maybe I missed it â€” was   that by using the term ""items,"" he made the people taking the    survey think, Oh, these bags are actually produced; whereas if   he had used a term like ""images"" or ""digital images,"" who   produces these images, then that would have been clear.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
Isn't   that the point you were making?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"Anything that gets   any language   that gets away from what actually happened in the data, which   is some people thinking, Oh, I'm being asked who put out the   real-world physical handbag that might be artistically depicted   here.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"So any language â€” yours might be better, but any   language that got away from that wrong interpretation that his   survey respondents clearly had some of them.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
Go ahead.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And on the metabirkins.com web page, you can't find the   actual NFT tokens or deeds that we have identified?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Objection.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Sustained.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And today your testimony is that he should have used the   word ""NFT"" in this survey, Dr. Isaacson's survey?",TR,Hermes,2/26/2023,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.959, 'start_pos': 5, 'end_pos': 10}]","['O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
 Objection.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 I'm sorry.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"I want to be clear that the question I'm   asking, is your testimony today that the word ""items"" should   have been replaced by ""NFT""?",TR,Hermes,2/26/2023,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.969, 'start_pos': 69, 'end_pos': 74}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
" My testimony is that ""items"" was bad.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"It's true that I    don't have the technical expertise to propose perhaps the best   alternative, so my testimony really is that the word ""items""   was bad.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Dr. Neal, you agree, do you not, that a survey stimulus   must replicate the market conditions a purchaser would   encounter?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Yes, I do.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And that the closer the survey methods mirror the situation   in which the ordinary person would encounter the trademark, the   greater the evidentiary weight of the survey results?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" As a general rule, I agree with that.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And Dr. Isaacson tested the metabirkins.com web page to   determine whether it caused confusion as either coming from   HermÃ¨s or Birkin or sponsored, authorized or approved by HermÃ¨s   or Birkin, is that a fair summary?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" No, because of the mistakes that he made in executing that.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Well, he was testing a web page with all of its elements of   the Birkin name and trade dress and HermÃ¨s in the disclaimer;   is that right?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Yes, that's right.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" And the, I think you used the term today, ""artistic images""   that are on the metabirkins.com site, those are not photographs   of the HermÃ¨s Birkin bag, right?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 That's my understanding.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"I don't really technically know   how they're created, but that's my understanding.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 So those are not real Birkin bags that are in those images?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Again, I'm not a technical expert, but that is my   understanding.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 I have no further questions.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
Thank you very much.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Redirect.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"   Q: Dr. Neal, you got cut off a lot when you were trying to   explain some of your answers; so I just want to go back to   those points so that you can give your explanations.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"Ms. Wilcox, do you recall that she asked you about how   after the Eveready survey, control groups were added?",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"And you   began to say that that doesn't solve the playback problem, when   you were cut off.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
Could you go on and explain what you were   going to explain there.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Just so the jury is not under a   misunderstanding, he was cut off because he had already   answered the question.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
It wasn't that counsel for plaintiffs   was wrongly cutting him off.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
"But that doesn't mean that you   can't inquire further, so go ahead.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
" Thank you, your Honor.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Could you explain why adding a control group doesn't solve   the playback problem?,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
 Sure.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
So it is true that the surveys have got better as   time has gone on.,UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
And so the very first Eveready survey that was done didn't have a separate control group.,TST,Hermes,2/26/2023,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",And so the very first Eveready survey that was done didn't have a separate control group.,EJG,
"And Dr.   Isaacson's does, as every single Eveready survey that now any   expert would do.",UNLABELED,Hermes,2/26/2023,Civil,Trial,0.0,[],,,,,
IN THE UNITED STATES DISTRICT COURT FOR THE DISTRICT OF ARIZONA NOAH GONZÃƒÂLEZ; JESÃƒÂšS ) Case No.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"4:10-cv-00623-AWT GONZÃƒÂLEZ, his father and )next friend, et al., ) )Plaintiffs, )) Tucson, Arizona vs. ) June 26, 2017 ) 9:01 a.m. DIANE DOUGLAS, )Superintendent of Public )Instruction, in her )Official Capacity; et )al., ) )Defendants. )",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'June 26, 2017', 'score': 0.737, 'start_pos': 105, 'end_pos': 118}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,
 Wallace Tashima Transcript of Proceedings Bench Trial Day 1 Proceedings reported and transcript prepared by: ,TST,Gonzalez,6/26/2017,Civil,Trial,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Wallace Tashima Transcript of Proceedings Bench Trial xxxDay 1xxx Proceedings reported and transcript prepared by:,Consensus,
"Courthouse 405 West Congress, Suite 1500 Tucson, Arizona 85701 (520)205-4266 Proceedings reported by stenographic machine shorthand; transcript prepared using court reporting software.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" LUNA N. BARRINGTON, ESQ: 767 Fifth Avenue New York, NY 10153-0119 (212) 310-8000 Law Office of Richard M. Martinez RICHARD M. MARTINEZ P.O.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" 120 W. 45th Street, 38th Floor New York, NY 10036 (646) 766-0073 Seattle University School of Law Ronald A: Peterson Clinic Robert S. Chang, Esq.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"1215 E. Columbia St., Law Annex Seattle, Washington 98122-4130 (206) 398-4025 On Behalf of Defendants: Office of the Attorney General Leslie Kyman Cooper, Assistant Attorney General 1275 W. Washington Street Phoenix, AZ 85007-2997 (602) 542-8349 Ellman & Weinzweig, LLC Robert Ellman, Esq.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
  PAGE CURTIS ACOSTA Direct Examination By Mr. QuinnCross-Examination By Mr. Ellman Redirect Examination By Mr. Quinn MAYA ARCE Direct Examination By Ms. BarringtonCross-Examination By Ms. CooperRedirect Examination By Ms. Barrington JOHN HUPPENTHAL Direct Examination By Mr. Reiss  36 100 133 137 144 149 151 INDEX  OF  EXHIBITS No.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" I ask the clerk to, for the record, call out the name of the case.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Will you?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Then we'll get the appearances.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Civil matter 10-00623-AWT, Acosta, et al.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Vs. Huppenthal, et al., on for day one of a bench trial.",TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Counsel, please state your appearances for the record.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" At least for the first day, let's get the appearance of all counsel here, starting with the plaintiffs.",TST,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'the first day', 'score': 0.89, 'start_pos': 14, 'end_pos': 27}]","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","At least for xxxthe first dayxxx, let's get the appearance of all counsel here, starting with the plaintiffs.",EJG,
Who is here?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Steve Reiss of the Weil, Gotshal & Manges law firm for the plaintiffs.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And with me, Jim Quinn, my partner emeritus.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Good morning, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Good morning to both of you.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 David Fitzpatrick (sic).,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Luna Barrington.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Good morning, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Bob Chang of the Korematsu Center.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Richard Martinez, of course.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Good morning, Mr. Martinez.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Good to see you, Judge.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 And of course we have our support help here.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"We have George Martorell, Joseph Rausch, who is a summer associate, and Sirak Biratu, who is arranging our logistics so we don't get lost.",TR,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Good morning to all of you.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
What about for the defense?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Who do we have?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Leslie Kyman Cooper from the Attorney General's Office on behalf of defendants.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Robert Ellman, from Weinzweig for the defense.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Okay.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Lots of lawyers.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I guess what I have to say is when we get down to witness examination, you know, the rule I usually follow is, unless there's some reason not to, only one lawyer per witness, all right, on whatever it is, direct, cross, anything else.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"And then when we get to any kind of argument, we'll see about that.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Before we start the trial, there are several motions that have been filed over the last few days.",TST,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'the last few days', 'score': 0.897, 'start_pos': 79, 'end_pos': 96}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']","Before we start the trial, there are several motions that have been filed over xxxthe last few daysxxx.",EJG,
Some of them I'll try to rule on today.,TST,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.802, 'start_pos': 33, 'end_pos': 38}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O']",Some of them I'll try to rule on xxxtodayxxx.,EJG,
But let me ask the plaintiffs  that's for today though  what witnesses do the plaintiffs intend to call today?,TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.975, 'start_pos': 42, 'end_pos': 47}, {'text': 'today', 'score': 0.97, 'start_pos': 104, 'end_pos': 109}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
" Your Honor, today we intend to call Curtis Acosta, Maya Arce, and depending where we are, it's conceivable we would start with Mr. Huppenthal.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I don't know if we'll get to Mr. Huppenthal today.,TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.833, 'start_pos': 44, 'end_pos': 49}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
 Okay.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I just want to know the names because I don't know whether, you know, any of the pending motions will impact their testimony or the examination of those witnesses.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
It's possible they can.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Thank you.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I am going to at least rule on some of the pending motions.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"One, there's been a motion to exclude witnesses.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"If the motion is made timely, it's a matter of right.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So the motion is granted.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So all witnesses are excluded.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Counsel, presumably you know the witnesses that you're going to call, so if you see any of your witnesses in the courtroom, be sure to shoo them out, otherwise they may not be able to testify.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
It's counsels' obligation to monitor the courtroom for that purpose.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
That's motion number one.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Yes?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Your Honor, if I might, I think we had an agreement with the state that experts could attend for the opening statements, and I would ask the Court whether witnesses could simply attend for the opening statements and then be excluded.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Any objection to that?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"We are fine with the experts attending for the opening statements, but we don't feel that the witnesses should hear the State's case.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Witnesses  well, one, all right, I grant that motion as far as witnesses are concerned.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I deny  I mean, as far as the experts are concerned.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I deny it as to percipient witnesses.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Two, though, going further on experts, you know, some experts legitimately want to listen to certain testimony because it's part of the basis of their testimony  of their opinion.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"So if you have that kind of witness and you want that expert in the courtroom during the testimony, you just have to bring it up before the fact.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Either side, if you want to do that.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Yes, Your Honor.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 That's on the exclusion of witnesses.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Let me see.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
There are two or three other motions pending.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Well, let me address one other, more or less, a routine motion.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"There's a motion I think by defendants to, although it applies to both sides, for leave to treat certain witnesses as hostile.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
That's fine.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
There's a list of witnesses.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I'm not going to go through the list, I'm not going to sign a written order, but if you call a witness and you believe that witness is hostile, you can ask for that permission at the time you start your questioning.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"As for the other half of the motion, you know, to prevent the other side from asking leading questions, I'll have to take that case by case.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I think in some cases it might be proper to ask leading questions of a friendly witness on cross-examination, but, you know, there could be occasions when leading questions are not inappropriate.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"So in the general sense, I grant the motion, in other words, that you can treat certain witnesses as hostile, but I think you have to say so at the beginning of the examination of that witness.",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I'll say it's granted or not granted.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So we'll take it witness by witness.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"The other motions pending, you know, on one of the motions I think I just got  I just read the opposition today.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.96, 'start_pos': 106, 'end_pos': 111}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,
So I'm going to think about those motions some more.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I think we can go ahead with the trial.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"I'll try to rule on that motion, these motions, other pending motions, either by the end of the day today, or first thing tomorrow morning.",TR,Gonzalez,6/26/2017,Civil,Trial,1.0,"[{'text': 'today', 'score': 0.603, 'start_pos': 100, 'end_pos': 105}, {'text': 'tomorrow', 'score': 0.827, 'start_pos': 122, 'end_pos': 130}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'S-DATE', 'O']",,,,
All right.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
So I think that's soon enough.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
"Now, does counsel want to make an opening  I don't want it long, but if you had the opportunity, do you want to make a brief opening statement?",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
Either side?,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
 Yes.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
I think we had agreed we were going to do a brief opening statement for both sides.,UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
" Is that right, both sides agree?",UNLABELED,Gonzalez,6/26/2017,Civil,Trial,0.0,[],,,,,
