Sentences,Date,Trans_Ind,GL_Simpson_Dates_Ind,SU_TME_Update_ALL,HEIDEL_TME_Update,GL_ISO_DATES_CONVERSION,GL_ISO_DATES_SENT_CONVERSION,Anchor_Date,Anchor_Type,Tags_Clean,GL_TAGS_DATES_CORRECTED,date_binary,Has_Date,Has_DTE_GL,Has_DTE_CTN_GL,Has_DTE_REL_GL,Has_DTE_DUR,Has_DTE_UNCERTN,Has_DTE_CREF,Has_DTE_SET,Has_DTE_OTHER,Has_Age,GL_NER_Test,GL_Date_Norm_Test,Official_Test_NER,Test_NER_Unused,GL_NER
"And you've told us that this particular type of stitching is rare in gloves, men's gloves?",9/12/1995,410051,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: It's very rare.,9/12/1995,410052,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Okay.,9/12/1995,410053,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
And how rare are these machines nowadays?,9/12/1995,410054,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,9/12/1995,410055,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
No foundation.,9/12/1995,410056,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410057,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Currently, I was able to find out that Aris Philippines had 37 machines-- MR. BLASIER: Objection.",9/12/1995,410058,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Based on hearsay.,9/12/1995,410059,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410060,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: --has 37 machines of which approximately 20 to 25 of them are operational, and of my personal knowledge, going back to 1990 of the 11,000 employees of Aris Philippines, only 10 people were qualified to sew that stitch on a glove.",9/12/1995,410061,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Objection.,9/12/1995,410062,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Nonresponsive.,9/12/1995,410063,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410064,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Thank you.,9/12/1995,410065,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Nothing further.,9/12/1995,410066,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Mr. Blasier.,9/12/1995,410067,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Good afternoon, ladies and gentlemen.",9/12/1995,410068,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE JURY: Good afternoon.,9/12/1995,410069,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
C ROSS-EXAMINATION BY MR .,9/12/1995,410070,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"B LASIER MR. BLASIER: Good afternoon, Mr. Rubin.",9/12/1995,410071,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Mr. Blasier.,9/12/1995,410072,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Mr. Rubin, have you tried to be completely impartial in this case?",9/12/1995,410073,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Absolutely.,9/12/1995,410074,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, you haven't been currying favor with one side or the other?",9/12/1995,410075,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Absolutely not.,9/12/1995,410076,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: You don't have any agenda here for one side or the other?,9/12/1995,410077,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I do not.,9/12/1995,410078,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: You haven't tried to shade your opinion in any way to favor one side or the other?,9/12/1995,410079,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Absolutely not.,9/12/1995,410080,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, on July 3rd, you were sent pictures from--in fact, most all the pictures here, you were sent back on July 3rd before the Prosecution finished their case, correct?",9/12/1995,410081,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: That is incorrect.,9/12/1995,410082,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You were sent pictures from Mr. Renken, from Mr. Krueger, Mr. Schott, Mr. West and Mr. Romano, correct?",9/12/1995,410083,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I believe that's correct.,9/12/1995,410084,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Okay.,9/12/1995,410085,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"And you were told beforehand that you were going to be getting some pictures that the Prosecution wanted you to look at, correct?",9/12/1995,410086,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Someone left a message in my office that a package was forthcoming, yes.",9/12/1995,410087,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Had they shown you a videotape prior to that time?,9/12/1995,410088,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: No, they had not.",9/12/1995,410089,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Had they told you there were videotapes?,9/12/1995,410090,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I don't recall the conversation regarding videotapes at that point in time.,9/12/1995,410091,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: And you answered that letter before the Defense started calling witnesses, didn't you?",9/12/1995,410092,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Objection.,9/12/1995,410093,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Irrelevant.,9/12/1995,410094,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,9/12/1995,410095,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Sustained.,9/12/1995,410096,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You answered that letter on July 6th, didn't you?",9/12/1995,410097,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Yes, I did.",9/12/1995,410098,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Before July 12th--10th--I'm sorry.,9/12/1995,410099,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,1,,,,,,,,,1,0,1,0,"['O', 'O', 'S-PERSON', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O']"
You FedExed that letter to the Prosecution?,9/12/1995,410100,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Yes, I did.",9/12/1995,410101,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: FedEx generally takes one day?,9/12/1995,410102,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: To the best of my knowledge.,9/12/1995,410103,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, in your letter to the Prosecution of July 6th, you told them at that time that the pictures from Renken, Krueger, Schott, West and Romano, that it was your opinion that those were the Aris leather light style, correct?",9/12/1995,410104,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I believe I did.,9/12/1995,410105,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You didn't equivocate on that, did you?",9/12/1995,410106,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: I actually either in telephone conversation--I'm not a hundred percent knowledgeable of the letter because I haven't seen it, but I did ask them at least over the phone that I wanted to see enhanced blow-ups and I'd like to look at some of these things, you know, in the negative or on a small monitor.",9/12/1995,410107,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Did you indicate in your letter on all eight photos none of the detail that can be seen indicates that the gloves could be a style other than 70263?,9/12/1995,410108,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I did.,9/12/1995,410109,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You're indicating unequivocally that in your opinion, from those pictures that you had last July, it was an Aris glove, correct?",9/12/1995,410110,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: That's not the case.,9/12/1995,410111,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What I meant by that statement categorically was that I did not see any features in any one of those photos that would indicate that it would be any other style that I had knowledge of.,9/12/1995,410112,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's what I meant by that statement.,9/12/1995,410113,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Remember us asking you yesterday what you meant by that statement?,9/12/1995,410114,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Yes.,9/12/1995,410115,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's exactly what I said.,9/12/1995,410116,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: And you didn't indicate to us that what you meant by that was that it was your opinion back then that from those pictures, you could make an identification that those are Aris 70263?",9/12/1995,410117,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: I felt I could, but in context, I wanted to see more detail.",9/12/1995,410118,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: All right.,9/12/1995,410119,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Did you tell us yesterday that you had decided that what you meant by this sentence in here, that you decided back then that your expert opinion was that those were the same style glove?",9/12/1995,410120,,,,,,,,"['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,1,,1.0,,,,,,,1,0,1,0,"['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
MR. RUBIN: I was not a hundred percent sure at that point in time.,9/12/1995,410121,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Did you tell us yesterday that that's what you meant by that sentence?,9/12/1995,410122,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. DARDEN: Objection, your Honor.",9/12/1995,410123,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
This is vague.,9/12/1995,410124,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Sustained.,9/12/1995,410125,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Rephrase the question.,9/12/1995,410126,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Did you tell us yesterday that what you meant by that sentence is what it says, that you could--that in your opinion, these were the Aris style gloves?",9/12/1995,410127,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Misstates the testimony.,9/12/1995,410128,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: What I meant-- THE COURT: Excuse me.,9/12/1995,410129,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Overruled.,9/12/1995,410130,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: What I meant by that statement categorically was that the features that I could see in the pictures, not one feature would lead me to a non 70263 Aris light style.",9/12/1995,410131,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's what I meant by the statement.,9/12/1995,410132,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: By the statement you made yesterday to us?,9/12/1995,410133,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Yes.,9/12/1995,410134,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, when you wrote that letter to the Prosecution back on July 6th, did you include as part of that letter-- MR. DARDEN: Objection.",9/12/1995,410135,,,,,,,,"['O', 'O', 'S-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['1'],1.0,,,,,,,,,,1,0,0,1,
Hearsay.,9/12/1995,410136,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410137,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: --""If you should have any questions, please feel free to contact me at anytime.",9/12/1995,410138,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Please thank everyone for their hospitality during my visit.,9/12/1995,410139,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Maybe I can make it to the victory party,"" exclamation point, exclamation point?",9/12/1995,410140,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Correct.,9/12/1995,410141,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, was this party being planned before the Defense started?",9/12/1995,410142,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: This statement was made in jest, no differently than on the first day that I testified here, as I walked out, I wished Mr. Simpson and the crowd the best of luck.",9/12/1995,410143,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
It meant nothing.,9/12/1995,410144,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Had the victory party been planned before the Defense started?,9/12/1995,410145,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Absolutely not.,9/12/1995,410146,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Were you expecting an invitation to it?,9/12/1995,410147,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410148,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I was never expecting an invitation.,9/12/1995,410149,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Do you consider yourself a member of the Prosecution team at that point?,9/12/1995,410150,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: No, I do not.",9/12/1995,410151,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Also, did you indicate in that letter in a P.S., ""At your convenience, could you obtain business cards from all the members of your staff as I want to make one, only one piece for my office as memorabilia of my experience.",9/12/1995,410152,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Please include Mr. Hodgman and Miss Clark""?",9/12/1995,410153,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Yes, I did.",9/12/1995,410154,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, you were planning to construct some sort of memorabilia for your office for your customers to see?",9/12/1995,410155,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I have probably 300 envelopes that have been sent to me around the country regarding this testimony.,9/12/1995,410156,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Most of them I haven't even opened yet, and I was planning on actually taking one article, putting some business cards in it and framing it and putting it in my office as a remembrance of my experience.",9/12/1995,410157,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
That's all it was.,9/12/1995,410158,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Cards from the Prosecution?,9/12/1995,410159,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Yes.,9/12/1995,410160,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, Mr. Rubin, you were with Aris from what year to what year?",9/12/1995,410161,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I started selling Aris gloves in 1976.,9/12/1995,410162,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I left in 1990.,9/12/1995,410163,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: So that was 14 years?,9/12/1995,410164,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: A little bit longer.,9/12/1995,410165,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: And you were primarily in sales and marketing, correct?",9/12/1995,410166,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410167,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I was actually part of the management team.,9/12/1995,410168,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I ran the men's glove division, the wholesale division and had some other responsibilities.",9/12/1995,410169,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, you said you actually manufactured the gloves yourself I think on direct.",9/12/1995,410170,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Did you mean that?,9/12/1995,410171,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Not physically.,9/12/1995,410172,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Were you part of the manufacturing process where you get in there, work the machinery and see how it worked?",9/12/1995,410173,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I spend approximately 300 days in the Philippines during my career there.,9/12/1995,410174,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, you have been completely out of the glove business since the middle of 1990, haven't you?",9/12/1995,410175,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: That's correct.,9/12/1995,410176,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: And would you agree that your primary experience with Aris was in sales and marketing?,9/12/1995,410177,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: That was the primary function of everybody at Aris Isotoner.,9/12/1995,410178,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You weren't there running the plant on a day-to-day business, were you?",9/12/1995,410179,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I was not responsible for the day-to-day operations of Aris Philippines.,9/12/1995,410180,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, have you ever been asked to testify as an expert in any other case?",9/12/1995,410181,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Never.,9/12/1995,410182,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: You've never been disqualified as an expert?,9/12/1995,410183,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Never.,9/12/1995,410184,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, would you agree that there are many, many people in the glove business that have far more experience with gloves than you?",9/12/1995,410185,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I would not agree with that.,9/12/1995,410186,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Objection.,9/12/1995,410187,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Objection.,9/12/1995,410188,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410189,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: You know Mr. Richard Zuckerware?,9/12/1995,410190,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Yes, I do.",9/12/1995,410191,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I know him personally.,9/12/1995,410192,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Do you think you have more experience than him?,9/12/1995,410193,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: With regard to men's gloves?,9/12/1995,410194,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: In regard to gloves.,9/12/1995,410195,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: I would say that in the overall glove industry, Mr. Zuckerware is one of maybe four or five people that has tremendous experience.",9/12/1995,410196,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"As far as men's gloves in sales, marketing, design and production, I feel that my experience regarding Aris product is very excessive as far as his knowledge, and in the overall production, sales, marketing of men's gloves, I feel that my knowledge is excessive than his.",9/12/1995,410197,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Gloves in general?,9/12/1995,410198,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410199,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Men's gloves.,9/12/1995,410200,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: How many years experience does Mr. Zuckerware have, do you know?",9/12/1995,410201,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. DARDEN: Objection.,9/12/1995,410202,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Hearsay.,9/12/1995,410203,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Overruled.,9/12/1995,410204,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Probably--I don't want to date the gentleman, but I would say that 35 years' experience.",9/12/1995,410205,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: And by the way, do you have any other glove experience other-- THE COURT: Excuse me, counsel.",9/12/1995,410206,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Spell his name for the court reporter, please.",9/12/1995,410207,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: I'm sorry.,9/12/1995,410208,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Z-U-C-K-E-R-W-A-R-E I believe.,9/12/1995,410209,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
THE COURT: Thank you.,9/12/1995,410210,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Do you know Mr. Joe Valusi?,9/12/1995,410211,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I do not.,9/12/1995,410212,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Do you know who he is?,9/12/1995,410213,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I do not.,9/12/1995,410214,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, do you have any other glove experience other than the 14 years with Aris?",9/12/1995,410215,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Can you be more specific regarding glove experience?,9/12/1995,410216,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
As far as from a manufacturing point confined to Aris or to other outside facilities?,9/12/1995,410217,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
What do you mean by this?,9/12/1995,410218,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Let me rephrase that.,9/12/1995,410219,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Do you have any experience at all with respect to other facilities besides Aris?,9/12/1995,410220,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Have you ever worked for a glove company other than Aris?,9/12/1995,410221,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410222,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
But I have worked with many outside sources of glove manufacturing outside of the controlled and owned operations of Aris.,9/12/1995,410223,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, you say ""Work with.""",9/12/1995,410224,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"You mean, attend conventions with, talk in terms of sales, that sort of thing?",9/12/1995,410225,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410226,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"I mean actually going to their factories, developing product, planning production, designing new styles, taking customers to certain facilities.",9/12/1995,410227,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
Very wide scope range.,9/12/1995,410228,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: What other companies have you designed styles of gloves for?,9/12/1995,410229,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: Well, specifically in the casual end of the business and some dress styles, a company called palace industries which has operations in--did have operations in Thailand, still does, has operations in china, now in Vietnam and also Taiwan, and then I also had experience in working with the Hungarian government in approximately seven different factories throughout Hungary.",9/12/1995,410230,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I've worked in Czechoslovakia.,9/12/1995,410231,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I've also bought and visited factories in Taiwan and Korea and actually was part of the team that set up a factory in India.,9/12/1995,410232,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, this is part of your employment with Aris, correct?",9/12/1995,410233,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: Yes.,9/12/1995,410234,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: It's not separate employment?,9/12/1995,410235,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: No.,9/12/1995,410236,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: You've never worked for another glove company, have you?",9/12/1995,410237,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: No, I have not.",9/12/1995,410238,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. BLASIER: Now, one of the parts of your testimony here is that the Brossier stitching that you've described that Aris uses is, ""Unique"" is the word that you use.",9/12/1995,410239,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"Did you mean ""Unique"" to mean only one of a kind?",9/12/1995,410240,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: It is not one of a kind.,9/12/1995,410241,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
These machines were produced from approximately the early 1900's up until World War II and I'm sure there's machines that exist all over the country.,9/12/1995,410242,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I've just not sure where.,9/12/1995,410243,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: How many gloves are manufactured in the world a year roughly?,9/12/1995,410244,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: In today's times?,9/12/1995,410245,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Yes.,9/12/1995,410246,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. RUBIN: I really don't have any idea.,9/12/1995,410247,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: How about when you were in the business?,9/12/1995,410248,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: On a worldwide basis, I really don't know.",9/12/1995,410249,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
I did know what we manufactured and we had estimates of what other manufacturers in the United States sold.,9/12/1995,410250,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
MR. BLASIER: Give us your best estimate.,9/12/1995,410251,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
"MR. RUBIN: In men's gloves, my best estimate in 1990 were, there were approximately six and a half to seven million pair out there.",9/12/1995,410252,,,,,,,,,,,,,,,,,,,,,0,0,0,0,
